Id,SalesPrice
1461,112372.24731595963
1462,155693.5120645043
1463,182537.90422752712
1464,196593.857070573
1465,203278.18548743354
1466,168884.44723421524
1467,171565.19877644986
1468,163425.89452698632
1469,186561.7551655694
1470,119142.21331901307
1471,169100.79399301545
1472,98220.04861514631
1473,98946.43708024186
1474,147800.6116355471
1475,97881.88610188774
1476,353751.3533987453
1477,247955.1838686474
1478,301263.89713196515
1479,309854.75329803256
1480,442348.51733522804
1481,301885.60138743196
1482,213520.13179369774
1483,173534.47794153818
1484,164860.06375447483
1485,193185.69723975295
1486,200031.04414086862
1487,331306.7790235736
1488,225535.98648050157
1489,200678.80167887805
1490,245035.83445041862
1491,197534.0567779627
1492,89612.11300774745
1493,195601.28092895143
1494,308603.7060724156
1495,278772.3478969259
1496,240781.04069881552
1497,171258.2810340581
1498,180009.55214477776
1499,171919.78053940003
1500,166005.57518709704
1501,187665.53643746444
1502,153043.491848286
1503,285310.61247364234
1504,235491.84212633557
1505,223677.15460595998
1506,190178.379055034
1507,241153.0938926039
1508,196231.05675056795
1509,155718.42861878124
1510,152337.47345702106
1511,155019.9230778141
1512,171038.97054107816
1513,141738.6444671609
1514,161062.80781135205
1515,185011.64084863043
1516,152443.62013824517
1517,167426.60489900454
1518,120979.63709468697
1519,215169.9894634259
1520,130247.36144732567
1521,132813.57918124215
1522,185363.2954137489
1523,105175.73458074179
1524,102088.99354659102
1525,111727.53897694312
1526,99496.99672890792
1527,100465.05814896716
1528,119083.74451739577
1529,151186.43428762216
1530,203727.15139867787
1531,146555.38643298787
1532,98498.56832101612
1533,144796.4670993497
1534,122275.73433377332
1535,142459.90279574692
1536,100389.30995028417
1537,71600.68249572229
1538,159013.40594726484
1539,193049.4547393678
1540,112701.0584091275
1541,139662.7758293787
1542,134634.22399778594
1543,171935.57094562644
1544,80697.82590763218
1545,106588.18603235108
1546,143219.19319487427
1547,130796.53849635445
1548,132535.18062233852
1549,118031.65445059462
1550,146540.703158174
1551,107768.41612355105
1552,146540.6406069369
1553,153851.35788002334
1554,111511.92801396133
1555,163387.55508351678
1556,85854.68027319224
1557,113660.16945755988
1558,107489.60866161942
1559,88886.34878112373
1560,119534.10994381088
1561,125749.44273415656
1562,135856.3675807061
1563,124023.95727087802
1564,156136.69119319928
1565,161904.11273174026
1566,233235.9091491823
1567,79052.11835792824
1568,246093.2202580115
1569,144297.59098919344
1570,146192.4585604574
1571,102994.20203093707
1572,133772.93533686656
1573,260553.0225217933
1574,136143.05692179487
1575,236785.371888347
1576,235935.32287676996
1577,186013.92576168544
1578,147531.6134954528
1579,138950.6058620796
1580,192610.69927077796
1581,163715.3701432889
1582,129944.75926965885
1583,277918.7566634624
1584,221358.67610474516
1585,141644.7554261405
1586,68215.46120232076
1587,110097.80353076744
1588,161147.86216572174
1589,101004.5403617738
1590,122489.39597414306
1591,98536.41205733581
1592,126143.43738746911
1593,129685.64302935495
1594,128466.61711819842
1595,114334.37584789694
1596,219268.12716688073
1597,189549.40443396123
1598,200306.5799098894
1599,185383.8004811793
1600,176040.37027340665
1601,59410.445110836416
1602,133322.36402058534
1603,98780.98700766993
1604,280379.8974194296
1605,227981.66829252042
1606,148462.58277165933
1607,161030.4510439094
1608,218150.59920075096
1609,188423.33876541592
1610,158077.28150094373
1611,139603.17193608038
1612,191155.7991933994
1613,171747.08556288367
1614,134535.4454655991
1615,91251.55073763573
1616,73231.29725537897
1617,87197.71331672254
1618,125915.30135767662
1619,144059.4891530932
1620,150967.57281186045
1621,131242.80595725673
1622,151747.57159196003
1623,247540.7938554863
1624,215516.37617329558
1625,112528.38911609701
1626,180598.86284260437
1627,189411.5075406755
1628,265882.6197317926
1629,171787.10959713123
1630,322366.3540128458
1631,230284.00410355642
1632,232725.8086741957
1633,180360.75399174044
1634,188809.49347246086
1635,178683.0735112716
1636,157243.41171104755
1637,189198.18455088083
1638,185469.56111386078
1639,184482.3025061272
1640,230273.91955924765
1641,178116.59576754886
1642,266859.1955743858
1643,209168.4303181939
1644,230357.27480301997
1645,201486.5200294519
1646,169336.00340770467
1647,156778.55220278064
1648,127289.11075864476
1649,135109.897637183
1650,117385.53334018463
1651,114814.05559828447
1652,97675.55154031687
1653,96565.82759695358
1654,146096.83032691947
1655,117473.631118619
1656,145458.32993785915
1657,147726.23306117003
1658,156958.48680567453
1659,106714.99677006892
1660,159036.93153731068
1661,397224.4834624727
1662,342640.55260656436
1663,359002.95350993087
1664,395489.5274261943
1665,317185.294202782
1666,313606.8999985197
1667,348066.82077672274
1668,345703.5845312779
1669,301991.8849263928
1670,341085.29789953947
1671,260534.18065357194
1672,371594.7328679905
1673,279691.46201081097
1674,239703.5347560035
1675,205225.3106743268
1676,206988.82810810607
1677,215281.15670526205
1678,445674.98054766224
1679,359277.5064995887
1680,323523.9178915154
1681,275769.7387102457
1682,309326.63766150724
1683,195548.3718004699
1684,181610.6302253904
1685,184620.06186618053
1686,170876.58510472628
1687,173156.48507757412
1688,199338.1312271606
1689,200324.5743702868
1690,202696.10991338707
1691,196389.90360657635
1692,257817.652554584
1693,180901.14879275896
1694,186458.2287755834
1695,166725.03093486858
1696,256219.32485188896
1697,170067.88350350576
1698,320926.9897431608
1699,308549.65913401963
1700,263132.77681459533
1701,272313.9789513048
1702,226593.82260278802
1703,224552.4845662384
1704,258399.86780046197
1705,258979.20331754212
1706,264331.4822746976
1707,229716.82662756872
1708,204134.23825432392
1709,247145.76451276094
1710,221120.73688692754
1711,273501.91033231514
1712,251105.43436290234
1713,267506.94169682683
1714,219084.021965689
1715,206122.46693016464
1716,176441.5409191524
1717,176915.42073806553
1718,135925.99879198492
1719,218884.6434514794
1720,231108.42509081223
1721,156455.92272189228
1722,117580.97414804038
